CUST_CODE,BASKET_DOMINANT_MISSION
CUST0000294914,Fresh
CUST0000866895,Fresh
CUST0000970232,Fresh
CUST0000389939,Grocery
CUST0000474462,Grocery
CUST0000186454,Fresh
CUST0000792394,Fresh
CUST0000999569,Grocery
CUST0000999569,Grocery
CUST0000011592,Nonfood
CUST0000301763,Fresh
CUST0000174717,Fresh
CUST0000930266,Fresh
CUST0000126123,Fresh
CUST0000747393,Fresh
CUST0000334222,Fresh
CUST0000000369,Fresh
CUST0000168903,Fresh
CUST0000126123,Fresh
CUST0000678601,Fresh
CUST0000011075,Fresh
CUST0000352239,Fresh
CUST0000208832,Fresh
CUST0000445244,Fresh
CUST0000065191,Fresh
CUST0000048792,Fresh
CUST0000126123,Fresh
CUST0000784705,Fresh
CUST0000224455,Fresh
CUST0000587700,Fresh
CUST0000663961,Fresh
CUST0000334222,Fresh
CUST0000561726,Fresh
CUST0000126123,Fresh
CUST0000678601,Fresh
CUST0000792394,Fresh
CUST0000476236,Fresh
CUST0000224455,Fresh
CUST0000792394,Fresh
CUST0000747393,Grocery
CUST0000178377,Fresh
CUST0000658316,Fresh
CUST0000224455,Fresh
CUST0000893045,Fresh
CUST0000061502,Fresh
CUST0000778654,Fresh
CUST0000923406,Mixed
CUST0000821922,Fresh
CUST0000244542,Fresh
CUST0000462164,Fresh
CUST0000604095,Fresh
CUST0000462164,Fresh
CUST0000610122,Fresh
CUST0000484093,Fresh
CUST0000124549,Fresh
CUST0000020366,Mixed
CUST0000000369,Grocery
CUST0000783207,Grocery
CUST0000168903,Grocery
CUST0000295917,XX
CUST0000131615,XX
CUST0000362540,XX
CUST0000478420,XX
CUST0000769673,Fresh
CUST0000281049,Grocery
CUST0000488406,Grocery
CUST0000208832,Grocery
CUST0000435008,Grocery
CUST0000435008,Grocery
CUST0000438977,Grocery
CUST0000208832,Grocery
CUST0000747393,Nonfood
CUST0000144308,Nonfood
CUST0000803466,Mixed
CUST0000144308,Nonfood
CUST0000370053,Grocery
CUST0000735368,Grocery
CUST0000187698,Grocery
CUST0000771781,Grocery
CUST0000311218,Grocery
CUST0000659998,Grocery
CUST0000104928,Grocery
CUST0000616143,Grocery
CUST0000691847,Fresh
CUST0000925643,Grocery
CUST0000665052,Fresh
CUST0000485186,Fresh
CUST0000384274,Fresh
CUST0000773182,Fresh
CUST0000735368,Fresh
CUST0000477598,Fresh
CUST0000085264,Fresh
CUST0000600303,Fresh
CUST0000703908,Fresh
CUST0000415594,Fresh
CUST0000703908,Mixed
CUST0000735368,Fresh
CUST0000978419,Fresh
CUST0000931442,Fresh
CUST0000442754,Fresh
CUST0000304480,Fresh
CUST0000334222,Fresh
CUST0000318273,Fresh
CUST0000301763,Fresh
CUST0000129617,Grocery
CUST0000711412,Nonfood
CUST0000338934,Grocery
CUST0000295013,Grocery
CUST0000733679,Fresh
CUST0000493525,Fresh
CUST0000558077,Fresh
CUST0000956351,Grocery
CUST0000838246,Fresh
CUST0000558077,Fresh
CUST0000352239,Fresh
CUST0000861646,Fresh
CUST0000616143,Fresh
CUST0000877100,Fresh
CUST0000905906,Grocery
CUST0000711577,Fresh
CUST0000905563,Fresh
CUST0000705199,Fresh
CUST0000905906,Grocery
CUST0000956351,Grocery
CUST0000905906,Fresh
CUST0000641331,Fresh
CUST0000931306,Fresh
CUST0000699151,Fresh
CUST0000616143,Fresh
CUST0000616143,Fresh
CUST0000076321,Fresh
CUST0000550339,Fresh
CUST0000174717,Fresh
CUST0000150129,Fresh
CUST0000899952,Fresh
CUST0000679580,Fresh
CUST0000044737,Fresh
CUST0000719315,Fresh
CUST0000524596,Fresh
CUST0000504972,Mixed
CUST0000691847,Fresh
CUST0000691847,Fresh
CUST0000296672,Fresh
CUST0000370053,Fresh
CUST0000007501,Grocery
CUST0000007501,Grocery
CUST0000747393,Fresh
CUST0000982585,Fresh
CUST0000115504,Fresh
CUST0000367547,Fresh
CUST0000359463,Mixed
CUST0000226371,Grocery
CUST0000803466,Fresh
CUST0000803466,Fresh
CUST0000803466,Fresh
CUST0000803466,Fresh
CUST0000478420,Fresh
CUST0000423155,Fresh
CUST0000995457,Fresh
CUST0000188450,Fresh
CUST0000803466,Fresh
CUST0000361284,Fresh
CUST0000410227,Fresh
CUST0000430013,Fresh
CUST0000803466,Fresh
CUST0000318976,Fresh
CUST0000701306,Fresh
CUST0000318976,Fresh
CUST0000125766,Fresh
CUST0000701306,Fresh
CUST0000188450,Fresh
CUST0000188450,Fresh
CUST0000429923,Fresh
CUST0000803466,Fresh
CUST0000477241,Fresh
CUST0000635118,Fresh
CUST0000803466,Fresh
CUST0000486685,Fresh
CUST0000803466,Fresh
CUST0000803466,Fresh
CUST0000748920,Fresh
CUST0000652377,Fresh
CUST0000490976,Fresh
CUST0000803466,Fresh
CUST0000340397,Fresh
CUST0000803466,Fresh
CUST0000594213,Fresh
CUST0000803466,Fresh
CUST0000410227,Fresh
CUST0000803466,Fresh
CUST0000803466,Fresh
CUST0000478420,Fresh
CUST0000188450,Fresh
CUST0000602753,Fresh
CUST0000423155,Fresh
CUST0000635118,Fresh
CUST0000803466,Fresh
CUST0000803466,Fresh
CUST0000804571,Mixed
CUST0000701306,Fresh
CUST0000803466,Fresh
CUST0000361284,Fresh
CUST0000803466,Fresh
CUST0000803466,Fresh
CUST0000635118,Fresh
CUST0000423155,Fresh
CUST0000423155,Fresh
CUST0000803466,Fresh
CUST0000701306,Fresh
CUST0000701306,Fresh
CUST0000963941,Fresh
CUST0000701306,Fresh
CUST0000664324,Fresh
CUST0000995457,Fresh
CUST0000803466,Fresh
CUST0000701306,Fresh
CUST0000803466,Fresh
CUST0000803466,Fresh
CUST0000361284,Fresh
CUST0000450603,Fresh
CUST0000635118,Fresh
CUST0000803466,Fresh
CUST0000423155,Fresh
CUST0000797905,Fresh
CUST0000797905,Fresh
CUST0000130313,Fresh
CUST0000797905,Fresh
CUST0000797905,Fresh
CUST0000797905,Fresh
CUST0000311218,Fresh
CUST0000797905,Fresh
CUST0000894750,Fresh
CUST0000504972,Fresh
CUST0000361284,Grocery
CUST0000225844,Fresh
CUST0000318273,Grocery
CUST0000332590,Grocery
CUST0000128699,Grocery
CUST0000361284,Grocery
CUST0000353013,Grocery
CUST0000496348,Grocery
CUST0000504972,Grocery
CUST0000789867,Grocery
CUST0000853230,Grocery
CUST0000720484,Grocery
CUST0000276340,Grocery
CUST0000361284,Grocery
CUST0000873370,Grocery
CUST0000361284,Grocery
CUST0000473485,Grocery
CUST0000144026,Grocery
CUST0000318273,Grocery
CUST0000343413,Grocery
CUST0000361284,Grocery
CUST0000205754,Grocery
CUST0000332590,Grocery
CUST0000764680,Grocery
CUST0000589014,Grocery
CUST0000012331,Grocery
CUST0000020205,Grocery
CUST0000894137,Grocery
CUST0000504972,Fresh
CUST0000789867,Grocery
CUST0000504972,Fresh
CUST0000361284,Grocery
CUST0000733809,Grocery
CUST0000661544,Grocery
CUST0000332590,Grocery
CUST0000361284,Grocery
CUST0000382725,Grocery
CUST0000218801,Grocery
CUST0000206831,Grocery
CUST0000685601,Grocery
CUST0000472752,Grocery
CUST0000525497,Grocery
CUST0000566418,Grocery
CUST0000504972,Fresh
CUST0000361284,Fresh
CUST0000361284,Fresh
CUST0000504972,Fresh
CUST0000128699,Grocery
CUST0000815065,Grocery
CUST0000189222,Grocery
CUST0000504972,Mixed
CUST0000328520,Grocery
CUST0000691847,Grocery
CUST0000691847,Grocery
CUST0000691847,Mixed
CUST0000691847,Mixed
CUST0000691847,Grocery
CUST0000037721,Grocery
CUST0000037721,Grocery
CUST0000764680,Grocery
CUST0000764680,Grocery
CUST0000914541,Grocery
CUST0000735368,Nonfood
CUST0000130484,Nonfood
CUST0000735368,Nonfood
CUST0000506256,Fresh
CUST0000239360,Grocery
CUST0000103368,Nonfood
CUST0000130276,Fresh
CUST0000130276,Fresh
CUST0000534404,Fresh
CUST0000795351,Grocery
CUST0000978419,Grocery
CUST0000646516,Grocery
CUST0000268918,Mixed
CUST0000749642,Grocery
CUST0000191003,Fresh
CUST0000141808,Fresh
CUST0000424032,Fresh
CUST0000018686,Fresh
CUST0000144308,Nonfood
CUST0000424032,Fresh
CUST0000424032,Fresh
CUST0000018686,Fresh
CUST0000954987,Fresh
CUST0000546517,Fresh
CUST0000406280,Fresh
CUST0000343943,Fresh
CUST0000959433,Fresh
CUST0000343943,Fresh
CUST0000406280,Fresh
CUST0000233571,Fresh
CUST0000735368,Fresh
CUST0000370053,Grocery
CUST0000315942,Grocery
CUST0000907032,Grocery
CUST0000907032,Grocery
CUST0000125708,Grocery
CUST0000125708,Grocery
CUST0000859448,XX
CUST0000888170,XX
CUST0000224455,XX
CUST0000590127,XX
CUST0000984281,XX
CUST0000789571,Grocery
CUST0000650693,Fresh
CUST0000803466,Fresh
CUST0000642271,Fresh
CUST0000322687,Fresh
CUST0000317437,Fresh
CUST0000281049,Nonfood
CUST0000710138,Fresh
CUST0000769635,Fresh
CUST0000544241,Fresh
CUST0000578990,Fresh
CUST0000931306,Fresh
CUST0000860268,Fresh
CUST0000417479,Fresh
CUST0000174717,Fresh
CUST0000944437,Fresh
CUST0000702501,Fresh
CUST0000644967,Fresh
CUST0000944493,Fresh
CUST0000296672,Fresh
CUST0000654513,Fresh
CUST0000769635,Fresh
CUST0000761352,Fresh
CUST0000710138,Fresh
CUST0000710138,Fresh
CUST0000137260,Fresh
CUST0000703908,Fresh
CUST0000789571,Fresh
CUST0000935027,Fresh
CUST0000381175,Fresh
CUST0000502649,Fresh
CUST0000162016,Fresh
CUST0000544241,Fresh
CUST0000235512,Fresh
CUST0000574243,Fresh
CUST0000174717,Fresh
CUST0000860268,Fresh
CUST0000809233,Mixed
CUST0000137260,Fresh
CUST0000417479,Fresh
CUST0000235512,Fresh
CUST0000202792,Fresh
CUST0000769635,Fresh
CUST0000239641,Fresh
CUST0000104537,Fresh
CUST0000235512,Fresh
CUST0000092200,Fresh
CUST0000653262,Fresh
CUST0000470042,Fresh
CUST0000561726,Fresh
CUST0000809233,Fresh
CUST0000747393,Fresh
CUST0000493525,Mixed
CUST0000322173,Fresh
CUST0000544241,Fresh
CUST0000313453,Fresh
CUST0000020366,Fresh
CUST0000502124,Fresh
CUST0000544241,Fresh
CUST0000838246,Grocery
CUST0000208832,Fresh
CUST0000334222,Fresh
CUST0000984281,Fresh
CUST0000824829,Fresh
CUST0000179556,Fresh
CUST0000641331,Fresh
CUST0000381175,Fresh
CUST0000166864,Fresh
CUST0000174717,Fresh
CUST0000692703,Fresh
CUST0000174717,Fresh
CUST0000995457,Fresh
CUST0000838246,Fresh
CUST0000678022,Fresh
CUST0000461563,Fresh
CUST0000235512,Grocery
CUST0000566764,Fresh
CUST0000126123,Fresh
CUST0000769635,Fresh
CUST0000848634,Fresh
CUST0000200083,Fresh
CUST0000235512,Fresh
CUST0000954823,Fresh
CUST0000692703,Fresh
CUST0000809233,Fresh
CUST0000137260,Fresh
CUST0000137260,Fresh
CUST0000134775,Fresh
CUST0000313453,Fresh
CUST0000873370,Fresh
CUST0000544241,Fresh
CUST0000242105,Fresh
CUST0000506256,Fresh
CUST0000817655,Fresh
CUST0000235512,Fresh
CUST0000098160,Fresh
CUST0000544241,Fresh
CUST0000544241,Fresh
CUST0000159947,Fresh
CUST0000486244,Mixed
CUST0000103368,Fresh
CUST0000274145,Fresh
CUST0000673753,Fresh
CUST0000235512,Fresh
CUST0000692703,Fresh
CUST0000791183,Fresh
CUST0000296672,Fresh
CUST0000364820,Fresh
CUST0000864581,Fresh
CUST0000424803,Fresh
CUST0000504972,Fresh
CUST0000096925,Fresh
CUST0000769635,Fresh
CUST0000124549,Fresh
CUST0000311218,Fresh
CUST0000944437,Fresh
CUST0000860268,Fresh
CUST0000920513,Fresh
CUST0000885756,Fresh
CUST0000137260,Fresh
CUST0000061502,Fresh
CUST0000298236,Fresh
CUST0000242105,Fresh
CUST0000531114,Fresh
CUST0000061502,Fresh
CUST0000431637,Fresh
CUST0000454208,Fresh
CUST0000954823,Fresh
CUST0000111459,Fresh
CUST0000242856,Fresh
CUST0000838246,Grocery
CUST0000602288,Fresh
CUST0000747393,Fresh
CUST0000207582,Fresh
CUST0000174352,Fresh
CUST0000931306,Fresh
CUST0000235512,Fresh
CUST0000106261,Fresh
CUST0000893045,Mixed
CUST0000705199,Fresh
CUST0000296672,Fresh
CUST0000747393,Fresh
CUST0000735368,Fresh
CUST0000322687,Fresh
CUST0000873459,Fresh
CUST0000857427,Fresh
CUST0000702501,Fresh
CUST0000885756,Fresh
CUST0000313453,Fresh
CUST0000235512,Fresh
CUST0000907032,Fresh
CUST0000988890,Fresh
CUST0000747393,Fresh
CUST0000208832,Mixed
CUST0000444916,Mixed
CUST0000446500,Fresh
CUST0000601252,Fresh
CUST0000382706,Fresh
CUST0000769635,Fresh
CUST0000769635,Fresh
CUST0000036387,Mixed
CUST0000825154,Fresh
CUST0000566764,Fresh
CUST0000893045,Fresh
CUST0000137260,Fresh
CUST0000747393,Fresh
CUST0000566764,Fresh
CUST0000881001,Fresh
CUST0000227992,Fresh
CUST0000493525,Mixed
CUST0000339965,Mixed
CUST0000084672,Fresh
CUST0000679803,Fresh
CUST0000705973,Fresh
CUST0000604095,Fresh
CUST0000380710,Fresh
CUST0000005053,Fresh
CUST0000235512,Fresh
CUST0000005053,Fresh
CUST0000235512,Fresh
CUST0000944437,Fresh
CUST0000167794,Fresh
CUST0000380710,Fresh
CUST0000172937,Fresh
CUST0000735655,Fresh
CUST0000705709,Fresh
CUST0000589379,Fresh
CUST0000502124,Fresh
CUST0000984281,Fresh
CUST0000769635,Fresh
CUST0000074539,Fresh
CUST0000809233,Fresh
CUST0000417479,Fresh
CUST0000703908,Fresh
CUST0000935255,Fresh
CUST0000235512,Fresh
CUST0000363399,Fresh
CUST0000562261,Fresh
CUST0000784863,Fresh
CUST0000454208,Fresh
CUST0000860268,Fresh
CUST0000020366,Fresh
CUST0000313862,Fresh
CUST0000144308,Fresh
CUST0000126042,Fresh
CUST0000876404,Fresh
CUST0000096925,Fresh
CUST0000703908,Fresh
CUST0000501067,Fresh
CUST0000123217,Fresh
CUST0000429989,Fresh
CUST0000362967,Fresh
CUST0000036387,Mixed
CUST0000769635,Fresh
CUST0000313453,Fresh
CUST0000313453,Fresh
CUST0000313453,Fresh
CUST0000705199,Fresh
CUST0000710138,Fresh
CUST0000313453,Fresh
CUST0000200083,Fresh
CUST0000103368,Fresh
CUST0000691450,Fresh
CUST0000235512,Fresh
CUST0000601252,Fresh
CUST0000244542,Fresh
CUST0000705199,Fresh
CUST0000601252,Fresh
CUST0000624072,Fresh
CUST0000574243,Fresh
CUST0000438977,Fresh
CUST0000020366,Fresh
CUST0000738968,Fresh
CUST0000876404,Fresh
CUST0000703480,Fresh
CUST0000036012,Fresh
CUST0000769635,Fresh
CUST0000923669,Fresh
CUST0000537231,Fresh
CUST0000493525,Fresh
CUST0000931306,Fresh
CUST0000235512,Fresh
CUST0000235512,Fresh
CUST0000313453,Fresh
CUST0000192392,Fresh
CUST0000705199,Fresh
CUST0000710138,Fresh
CUST0000544241,Fresh
CUST0000769635,Fresh
CUST0000235512,Fresh
CUST0000988463,Fresh
CUST0000301763,Fresh
CUST0000769635,Fresh
CUST0000492366,Fresh
CUST0000235512,Fresh
CUST0000702501,Fresh
CUST0000678022,Fresh
CUST0000186490,Fresh
CUST0000134775,Fresh
CUST0000242856,Fresh
CUST0000673753,Fresh
CUST0000395679,Fresh
CUST0000850592,Fresh
CUST0000502649,Fresh
CUST0000124549,Fresh
CUST0000923669,Fresh
CUST0000235512,Fresh
CUST0000813384,Fresh
CUST0000944437,Fresh
CUST0000876404,Fresh
CUST0000429989,Fresh
CUST0000769635,Fresh
CUST0000562015,Fresh
CUST0000464409,Fresh
CUST0000702501,Fresh
CUST0000873370,Fresh
CUST0000311218,Fresh
CUST0000493525,Fresh
CUST0000137260,Fresh
CUST0000923669,Grocery
CUST0000313453,Fresh
CUST0000156703,Fresh
CUST0000773601,Fresh
CUST0000880457,Fresh
CUST0000568280,Fresh
CUST0000747393,Fresh
CUST0000566764,Fresh
CUST0000065191,Fresh
CUST0000936217,Fresh
CUST0000200083,Mixed
CUST0000678601,Fresh
CUST0000137260,Fresh
CUST0000931306,Fresh
CUST0000095149,Fresh
CUST0000235512,Fresh
CUST0000167794,Fresh
CUST0000446749,Fresh
CUST0000530717,Fresh
CUST0000382236,Fresh
CUST0000710138,Fresh
CUST0000911965,Fresh
CUST0000271364,Fresh
CUST0000098160,Fresh
CUST0000853230,Fresh
CUST0000850592,Fresh
CUST0000415301,Fresh
CUST0000126123,Fresh
CUST0000137260,Fresh
CUST0000885756,Fresh
CUST0000783207,Fresh
CUST0000813384,Fresh
CUST0000738968,Fresh
CUST0000702501,Fresh
CUST0000339754,Fresh
CUST0000126123,Fresh
CUST0000544241,Fresh
CUST0000200083,Fresh
CUST0000544241,Fresh
CUST0000544241,Fresh
CUST0000789867,Fresh
CUST0000416032,Fresh
CUST0000853230,Fresh
CUST0000218801,Fresh
CUST0000296672,Fresh
CUST0000939910,Fresh
CUST0000984281,Fresh
CUST0000271364,Fresh
CUST0000235512,Fresh
CUST0000424032,Fresh
CUST0000178377,Fresh
CUST0000144308,Fresh
CUST0000048792,Fresh
CUST0000641331,Fresh
CUST0000578990,Fresh
CUST0000769635,Fresh
CUST0000662705,Fresh
CUST0000748035,Fresh
CUST0000502649,Fresh
CUST0000972464,Fresh
CUST0000438977,Fresh
CUST0000235512,Fresh
CUST0000815872,Fresh
CUST0000853230,Fresh
CUST0000864629,Fresh
CUST0000809233,Fresh
CUST0000769635,Fresh
CUST0000296672,Mixed
CUST0000544241,Fresh
CUST0000382706,Fresh
CUST0000544241,Fresh
CUST0000235512,Fresh
CUST0000944437,Fresh
CUST0000235512,Fresh
CUST0000235512,Fresh
CUST0000040677,Fresh
CUST0000506256,Fresh
CUST0000446749,Fresh
CUST0000873370,Fresh
CUST0000362967,Fresh
CUST0000757709,Fresh
CUST0000850360,Fresh
CUST0000235512,Fresh
CUST0000242105,Fresh
CUST0000065191,Fresh
CUST0000938806,Fresh
CUST0000942884,Fresh
CUST0000159947,Fresh
CUST0000429198,Fresh
CUST0000544241,Fresh
CUST0000179403,Fresh
CUST0000235512,Fresh
CUST0000926230,Fresh
CUST0000235512,Fresh
CUST0000387597,Fresh
CUST0000235512,Fresh
CUST0000825154,Fresh
CUST0000235512,Fresh
CUST0000561726,Fresh
CUST0000853230,Fresh
CUST0000900313,Fresh
CUST0000137260,Fresh
CUST0000364820,Fresh
CUST0000860268,Fresh
CUST0000235512,Fresh
CUST0000235512,Fresh
CUST0000873370,Fresh
CUST0000293848,Fresh
CUST0000853230,Fresh
CUST0000641331,Fresh
CUST0000769635,Fresh
CUST0000757709,Fresh
CUST0000235512,Fresh
CUST0000972464,Fresh
CUST0000750015,Fresh
CUST0000486244,Fresh
CUST0000809233,Fresh
CUST0000537231,Fresh
CUST0000710138,Fresh
CUST0000769635,Fresh
CUST0000944437,Fresh
CUST0000235512,Fresh
CUST0000561726,Grocery
CUST0000705199,Fresh
CUST0000311218,Fresh
CUST0000544241,Fresh
CUST0000137260,Fresh
CUST0000235512,Fresh
CUST0000235512,Fresh
CUST0000334222,Fresh
CUST0000098160,Fresh
CUST0000607596,Fresh
CUST0000137260,Fresh
CUST0000380710,Fresh
CUST0000550319,Fresh
CUST0000091579,Fresh
CUST0000825154,Fresh
CUST0000789571,Fresh
CUST0000382236,Fresh
CUST0000673753,Fresh
CUST0000988890,Fresh
CUST0000789571,Fresh
CUST0000340397,Fresh
CUST0000476236,Fresh
CUST0000446505,Fresh
CUST0000769635,Fresh
CUST0000747393,Fresh
CUST0000710138,Fresh
CUST0000747393,Fresh
CUST0000174717,Fresh
CUST0000422846,Fresh
CUST0000641331,Mixed
CUST0000789571,Fresh
CUST0000048452,Fresh
CUST0000747393,Fresh
CUST0000809233,Fresh
CUST0000607596,Fresh
CUST0000544241,Mixed
CUST0000406280,Fresh
CUST0000126123,Fresh
CUST0000702501,Fresh
CUST0000036012,Fresh
CUST0000137260,Fresh
CUST0000235512,Fresh
CUST0000174717,Fresh
CUST0000944437,Fresh
CUST0000235512,Fresh
CUST0000098160,Fresh
CUST0000783207,Fresh
CUST0000020366,Fresh
CUST0000873459,Fresh
CUST0000506256,Fresh
CUST0000864629,Fresh
CUST0000710138,Fresh
CUST0000478420,Mixed
CUST0000757709,Fresh
CUST0000445244,Fresh
CUST0000235512,Fresh
CUST0000665052,Fresh
CUST0000562261,Fresh
CUST0000873370,Fresh
CUST0000485186,Mixed
CUST0000096959,Fresh
CUST0000417479,Fresh
CUST0000200083,Mixed
CUST0000137260,Fresh
CUST0000544241,Fresh
CUST0000235512,Fresh
CUST0000769635,Fresh
CUST0000489191,Fresh
CUST0000126042,Fresh
CUST0000492366,Fresh
CUST0000705199,Fresh
CUST0000311218,Fresh
CUST0000137260,Fresh
CUST0000137260,Fresh
CUST0000424803,Fresh
CUST0000791183,Fresh
CUST0000293848,Fresh
CUST0000678601,Fresh
CUST0000123240,Fresh
CUST0000235512,Fresh
CUST0000876404,Fresh
CUST0000607180,Fresh
CUST0000876404,Fresh
CUST0000318273,Fresh
CUST0000534404,Fresh
CUST0000318273,Fresh
CUST0000417479,Fresh
CUST0000446505,Fresh
CUST0000446505,Fresh
CUST0000371462,Fresh
CUST0000341493,Fresh
CUST0000371462,Fresh
CUST0000793421,Fresh
CUST0000793421,Fresh
CUST0000371462,Fresh
CUST0000884185,Fresh
CUST0000793421,Fresh
CUST0000884185,Fresh
CUST0000178139,Grocery
CUST0000178139,Grocery
CUST0000037610,Grocery
CUST0000212619,Grocery
CUST0000755257,Grocery
CUST0000853371,Grocery
CUST0000158272,Grocery
CUST0000290744,Grocery
CUST0000755257,Grocery
CUST0000655568,Grocery
CUST0000820862,Nonfood
CUST0000876404,Fresh
CUST0000970554,Fresh
CUST0000821922,Fresh
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000996860,Grocery
CUST0000838246,Grocery
CUST0000831915,Mixed
CUST0000122615,Grocery
CUST0000550703,Grocery
CUST0000996860,Grocery
CUST0000294914,Grocery
CUST0000888539,Grocery
CUST0000897944,Grocery
CUST0000897944,Grocery
CUST0000653262,Grocery
CUST0000695850,Grocery
CUST0000294914,Grocery
CUST0000866895,Grocery
CUST0000628284,Grocery
CUST0000439199,Grocery
CUST0000352367,Grocery
CUST0000628284,Grocery
CUST0000176814,Grocery
CUST0000986717,Grocery
CUST0000294914,Grocery
CUST0000294914,Grocery
CUST0000352367,Grocery
CUST0000352367,Grocery
CUST0000352367,Grocery
CUST0000254449,Fresh
CUST0000359463,Fresh
CUST0000856965,Fresh
CUST0000691847,Fresh
CUST0000893045,Fresh
CUST0000322811,Fresh
CUST0000322811,Fresh
CUST0000972464,Fresh
CUST0000502124,Fresh
CUST0000813384,Nonfood
CUST0000705199,Fresh
CUST0000705199,Fresh
CUST0000442754,Grocery
CUST0000856965,Grocery
CUST0000856965,Grocery
CUST0000691847,Grocery
CUST0000691847,Grocery
CUST0000691847,Grocery
CUST0000954987,Fresh
CUST0000236180,Fresh
CUST0000236180,Fresh
CUST0000236180,Fresh
CUST0000236180,Fresh
CUST0000274437,Fresh
CUST0000885821,Fresh
CUST0000236180,Fresh
CUST0000387597,Fresh
CUST0000423155,Fresh
CUST0000236180,Fresh
CUST0000716819,Grocery
CUST0000504972,Fresh
CUST0000664398,Fresh
CUST0000186490,Fresh
CUST0000186490,Fresh
CUST0000905563,Fresh
CUST0000905563,Fresh
CUST0000413679,Mixed
CUST0000591494,Fresh
CUST0000829666,Fresh
CUST0000408487,Fresh
CUST0000067153,Fresh
CUST0000701306,Fresh
CUST0000855497,Fresh
CUST0000321547,Fresh
CUST0000311218,Mixed
CUST0000882344,Fresh
CUST0000161790,Fresh
CUST0000970554,Fresh
CUST0000624072,Fresh
CUST0000091703,Fresh
CUST0000877130,Fresh
CUST0000589596,Fresh
CUST0000665052,Fresh
CUST0000518102,Fresh
CUST0000137260,Fresh
CUST0000158390,Fresh
CUST0000321547,Fresh
CUST0000757709,Fresh
CUST0000797905,Fresh
CUST0000047082,Fresh
CUST0000857304,Grocery
CUST0000544241,Fresh
CUST0000915945,Fresh
CUST0000208832,Fresh
CUST0000315320,Grocery
CUST0000783207,Grocery
CUST0000618516,Grocery
CUST0000618516,Grocery
CUST0000268773,Grocery
CUST0000635118,Grocery
CUST0000904525,Grocery
CUST0000103368,Grocery
CUST0000999569,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000835508,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Mixed
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000460525,Grocery
CUST0000838246,Grocery
CUST0000178377,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000970554,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000835508,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000335965,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000074042,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000337293,Grocery
CUST0000835508,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000178377,Grocery
CUST0000838246,Grocery
CUST0000838246,Grocery
CUST0000970554,Grocery
CUST0000838246,Grocery
CUST0000493525,Grocery
CUST0000239360,Grocery
CUST0000970554,Fresh
CUST0000747393,Fresh
CUST0000740257,Fresh
CUST0000740257,Fresh
CUST0000315942,Fresh
CUST0000534404,Fresh
CUST0000789571,Grocery
CUST0000018686,Fresh
CUST0000052194,Fresh
CUST0000488406,Grocery
CUST0000478420,Grocery
CUST0000208832,Fresh
CUST0000018686,Fresh
CUST0000512131,Grocery
CUST0000169010,Mixed
CUST0000103368,Grocery
CUST0000103368,Grocery
CUST0000963941,Grocery
CUST0000961050,Grocery
CUST0000575757,Grocery
CUST0000771781,Grocery
CUST0000043394,Grocery
CUST0000771781,Grocery
CUST0000795351,Grocery
CUST0000237141,Grocery
CUST0000378893,Grocery
CUST0000178377,Grocery
CUST0000761352,Grocery
CUST0000067153,Grocery
CUST0000735368,Grocery
CUST0000534404,Grocery
CUST0000144308,Grocery
CUST0000716819,Fresh
CUST0000504972,Fresh
CUST0000550319,Fresh
CUST0000504972,Fresh
CUST0000716819,Fresh
CUST0000462164,Fresh
CUST0000415301,Fresh
CUST0000653262,Fresh
CUST0000857304,Fresh
CUST0000311218,Fresh
CUST0000792561,Fresh
CUST0000322687,Fresh
CUST0000311218,Fresh
CUST0000318273,Fresh
CUST0000125708,Nonfood
CUST0000732602,Fresh
